timestamp,open,high,low,close,volume
2024-03-13 19:55:00,171.4700,171.6000,171.4050,171.5000,3669
2024-03-13 19:50:00,171.4350,171.5300,171.3700,171.4700,1465
2024-03-13 19:45:00,171.4800,171.5100,171.3400,171.5100,3071
2024-03-13 19:40:00,171.5400,171.5400,171.4100,171.4200,1843
2024-03-13 19:35:00,171.4800,171.5800,171.4300,171.5200,3202
2024-03-13 19:30:00,171.3700,171.5200,171.3600,171.4800,3937
2024-03-13 19:25:00,171.2750,171.4000,171.2300,171.3700,4108
2024-03-13 19:20:00,171.2650,171.3100,171.2200,171.2900,311
2024-03-13 19:15:00,171.2900,171.3100,171.2200,171.2650,770
2024-03-13 19:10:00,171.2850,171.3100,171.2100,171.2900,1090
2024-03-13 19:05:00,171.3000,171.3800,171.2000,171.2950,2261
2024-03-13 19:00:00,171.2700,171.3300,171.2500,171.2850,1527
2024-03-13 18:55:00,171.3150,171.3300,171.2500,171.2800,1688
2024-03-13 18:50:00,171.3400,171.3700,171.2850,171.3300,1257
2024-03-13 18:45:00,171.2900,171.3600,171.1900,171.2850,4989
2024-03-13 18:40:00,171.2100,171.3000,171.2000,171.3000,1730
2024-03-13 18:35:00,171.2100,171.2500,171.1700,171.2100,2962
2024-03-13 18:30:00,171.2500,171.2600,171.1400,171.2100,1578
2024-03-13 18:25:00,171.1500,171.2700,171.1300,171.2000,6154
2024-03-13 18:20:00,171.2050,171.2700,171.1400,171.2700,773
2024-03-13 18:15:00,171.1900,171.2700,171.1300,171.2700,1642
2024-03-13 18:10:00,171.3650,171.4000,171.1300,171.2100,1813
2024-03-13 18:05:00,171.2350,171.4400,171.1200,171.3900,4903
2024-03-13 18:00:00,171.1700,171.3600,171.0950,171.3400,8863
2024-03-13 17:55:00,171.0800,171.1700,171.0210,171.0210,5076
2024-03-13 17:50:00,171.1400,171.2000,171.0700,171.1300,5064
2024-03-13 17:45:00,171.2000,171.2000,171.1000,171.1600,3829
2024-03-13 17:40:00,171.2200,171.2300,171.1000,171.1700,6976
2024-03-13 17:35:00,171.1800,171.2300,171.1300,171.1850,74743
2024-03-13 17:30:00,171.1700,171.2300,171.1000,171.1800,141630
2024-03-13 17:25:00,171.1700,171.2000,171.1300,171.1700,775
2024-03-13 17:20:00,171.1650,171.2000,171.1000,171.1300,1620
2024-03-13 17:15:00,171.1900,171.2000,171.1300,171.1800,5668
2024-03-13 17:10:00,171.1890,171.2000,171.1300,171.1900,9655
2024-03-13 17:05:00,171.2600,171.2700,171.1300,171.1900,161770
2024-03-13 17:00:00,171.2600,182.1440,169.4220,171.2600,2951
2024-03-13 16:55:00,171.2400,175.7560,164.4720,164.4720,13000
2024-03-13 16:50:00,171.2500,172.9410,162.7000,172.9410,5052
2024-03-13 16:45:00,171.1900,171.2800,171.1800,171.2500,4452
2024-03-13 16:40:00,171.1500,173.0000,171.0800,171.1900,6196
2024-03-13 16:35:00,171.1500,171.1700,171.1300,171.1300,6630
2024-03-13 16:30:00,171.1500,171.2000,171.0700,171.1450,19048
2024-03-13 16:25:00,171.1200,172.3220,171.1000,171.1900,11760
2024-03-13 16:20:00,171.1300,171.1600,171.1000,171.1200,9499
2024-03-13 16:15:00,171.1300,171.1900,171.0900,171.1600,7435
2024-03-13 16:10:00,171.0500,171.1600,171.0500,171.1600,19107
2024-03-13 16:05:00,171.0290,171.1300,171.0000,171.0550,314448
2024-03-13 16:00:00,171.1750,171.2000,170.9400,170.9900,16716885
2024-03-13 15:55:00,171.2950,171.2950,171.0400,171.1700,2283730
2024-03-13 15:50:00,171.6500,171.6500,171.1900,171.2940,1113103
2024-03-13 15:45:00,171.5900,171.7050,171.5000,171.6600,680433
2024-03-13 15:40:00,171.4700,171.6500,171.4650,171.5950,723604
2024-03-13 15:35:00,171.4690,171.5500,171.3300,171.4760,535801
2024-03-13 15:30:00,171.2800,171.4900,171.2100,171.4700,653853
2024-03-13 15:25:00,171.6450,171.7000,171.0300,171.2900,678991
2024-03-13 15:20:00,171.7000,171.7200,171.6100,171.6400,434610
2024-03-13 15:15:00,171.6400,171.7400,171.6100,171.7000,280698
2024-03-13 15:10:00,171.6900,171.7100,171.5700,171.6380,320522
2024-03-13 15:05:00,171.6420,171.6900,171.4450,171.6900,451877
2024-03-13 15:00:00,171.6500,171.7100,171.5730,171.6400,333569
2024-03-13 14:55:00,171.6700,171.7200,171.5900,171.6500,290012
2024-03-13 14:50:00,171.6450,171.8000,171.6300,171.6800,379946
2024-03-13 14:45:00,171.5950,171.6700,171.5300,171.6500,314800
2024-03-13 14:40:00,171.6000,171.6770,171.5540,171.6000,263077
2024-03-13 14:35:00,171.6150,171.6500,171.5100,171.5960,239031
2024-03-13 14:30:00,171.5800,171.7000,171.5800,171.6150,244772
2024-03-13 14:25:00,171.6050,171.6800,171.5600,171.5800,257157
2024-03-13 14:20:00,171.5500,171.6300,171.5250,171.6030,269110
2024-03-13 14:15:00,171.6550,171.7600,171.5500,171.5600,328295
2024-03-13 14:10:00,171.5160,171.7200,171.5100,171.6550,366200
2024-03-13 14:05:00,171.5040,171.6600,171.4650,171.5100,328814
2024-03-13 14:00:00,171.5000,171.5800,171.4400,171.5000,326771
2024-03-13 13:55:00,171.4600,171.5300,171.3900,171.5000,374111
2024-03-13 13:50:00,171.2900,171.4700,171.2600,171.4600,348277
2024-03-13 13:45:00,171.1700,171.3300,171.1650,171.2850,271345
2024-03-13 13:40:00,171.2800,171.3100,171.1600,171.1640,288689
2024-03-13 13:35:00,171.3000,171.3900,171.2700,171.2900,294954
2024-03-13 13:30:00,171.4300,171.4300,171.2300,171.2900,392035
2024-03-13 13:25:00,171.3750,171.4600,171.3600,171.4350,332415
2024-03-13 13:20:00,171.2400,171.3800,171.2400,171.3770,330757
2024-03-13 13:15:00,171.3100,171.3300,171.1350,171.2350,427846
2024-03-13 13:10:00,171.2200,171.3650,171.2130,171.3100,447745
2024-03-13 13:05:00,171.0900,171.3350,171.0900,171.2150,502801
2024-03-13 13:00:00,171.0150,171.2400,171.0100,171.0900,658801
2024-03-13 12:55:00,170.9950,171.0500,170.9450,171.0150,347798
2024-03-13 12:50:00,171.0300,171.0700,170.9650,170.9970,195699
2024-03-13 12:45:00,171.0500,171.0700,171.0100,171.0300,439438
2024-03-13 12:40:00,171.0600,171.1050,170.9600,171.0400,1316875
2024-03-13 12:35:00,170.9900,171.0700,170.9700,171.0600,269579
2024-03-13 12:30:00,171.0700,171.1200,170.9400,170.9930,351773
2024-03-13 12:25:00,171.1200,171.1400,171.0100,171.0600,342237
2024-03-13 12:20:00,171.0400,171.1300,171.0100,171.1150,348284
2024-03-13 12:15:00,170.9450,171.0700,170.9450,171.0330,381378
2024-03-13 12:10:00,170.8600,171.0000,170.8530,170.9450,309289
2024-03-13 12:05:00,170.9870,171.0500,170.8600,170.8650,330433
